"ID";"RegioS";"Perioden";"Bevolkingsgroei_79";"Woningdichtheid_93";"GemiddeldeWoningwaarde_99";"ParticuliereHuishoudensExclStudenten_122";"Werkloosheid_155";"AantalHuisartsenpraktijkenBinnen3Km_210";"AfstandTotOpenbaarGroen_231";"AfstandTotOpritHoofdverkeersweg_232";"AfstandTotTreinstation_233"
"6497";"GM0779";"2018JJ00";"      -2";"     361";"     214";"    43.9";"     290";"     1.8";"       .";"     1.9";"    16.1"
"6523";"GM0236";"2018JJ00";"     218";"     110";"     276";"    49.8";"     330";"     3.3";"       .";"     1.0";"     2.7"
"6549";"GM0781";"2018JJ00";"";"";"";"";"";"";"";"";""
"6575";"GM1771";"2018JJ00";"     343";"     562";"     241";"    44.2";"     580";"     3.1";"       .";"     3.1";"     2.2"
"6601";"GM0906";"2018JJ00";"";"";"";"";"";"";"";"";""
"6627";"GM0782";"2018JJ00";"";"";"";"";"";"";"";"";""
"6653";"GM1652";"2018JJ00";"     107";"     104";"     250";"    44.2";"     400";"     1.5";"       .";"     1.3";"    11.1"
"6679";"GM0237";"2018JJ00";"";"";"";"";"";"";"";"";""
"6705";"GM0238";"2018JJ00";"";"";"";"";"";"";"";"";""
"6731";"GM0154";"2018JJ00";"";"";"";"";"";"";"";"";""
"6757";"GM0907";"2018JJ00";"      19";"     155";"     221";"    42.5";"     260";"     1.6";"       .";"     0.9";"     8.8"
"6783";"GM0689";"2018JJ00";"     -11";"      93";"     286";"    52.2";"     130";"     1.3";"       .";"     2.5";"     3.6"
"6809";"GM0116";"2018JJ00";"";"";"";"";"";"";"";"";""
"6835";"GM0784";"2018JJ00";"     118";"     171";"     237";"    44.4";"     380";"     3.2";"       .";"     1.4";"     3.2"
"6861";"GM0511";"2018JJ00";"";"";"";"";"";"";"";"";""
"6887";"GM1924";"2018JJ00";"     482";"      82";"     217";"    45.1";"     420";"     1.6";"       .";"     1.6";"    37.7"
"6913";"GM0664";"2018JJ00";"      17";"     195";"     209";"    41.9";"     460";"     5.4";"       .";"     1.4";"     2.6"
"6939";"GM0785";"2018JJ00";"     172";"     236";"     261";"    46.7";"     310";"     3.7";"       .";"     2.9";"     5.5"
"6965";"GM1942";"2018JJ00";"     378";"     633";"     368";"    58.2";"     870";"     9.7";"       .";"     1.4";"     2.1"
"6991";"GM0156";"2018JJ00";"";"";"";"";"";"";"";"";""
"7017";"GM0512";"2018JJ00";"     398";"     871";"     200";"    41.7";"     480";"     8.0";"       .";"     1.5";"     1.9"
"7043";"GM0239";"2018JJ00";"";"";"";"";"";"";"";"";""
"7069";"GM0513";"2018JJ00";"     481";"    1985";"     188";"    41.7";"    1050";"    11.4";"       .";"     1.7";"     1.6"
"7095";"GM0693";"2018JJ00";"";"";"";"";"";"";"";"";""
"7121";"GM0365";"2018JJ00";"";"";"";"";"";"";"";"";""
"7147";"GM0157";"2018JJ00";"";"";"";"";"";"";"";"";""
"7173";"GM0786";"2018JJ00";"      64";"     199";"     210";"    43.4";"     190";"     1.8";"       .";"     0.7";"     9.0"
"7199";"GM0390";"2018JJ00";"";"";"";"";"";"";"";"";""
"7225";"GM0517";"2018JJ00";"";"";"";"";"";"";"";"";""
"7251";"GM0518";"2018JJ00";"    5272";"    3113";"     212";"    40.2";"    8560";"    37.9";"       .";"     3.0";"     3.0"
"7277";"GM0787";"2018JJ00";"";"";"";"";"";"";"";"";""
"7303";"GM0519";"2018JJ00";"";"";"";"";"";"";"";"";""
"7329";"GM0240";"2018JJ00";"";"";"";"";"";"";"";"";""
"7355";"GM0241";"2018JJ00";"";"";"";"";"";"";"";"";""
"7381";"GM0014";"2018JJ00";"    1009";"    1063";"     168";"    34.2";"    2960";"    19.1";"       .";"     1.1";"     2.4"
"7407";"GM0015";"2018JJ00";"      48";"      58";"     200";"    42.0";"     170";"     1.2";"       .";"     0.8";"     8.0"
"7433";"GM0912";"2018JJ00";"";"";"";"";"";"";"";"";""
"7459";"GM0913";"2018JJ00";"";"";"";"";"";"";"";"";""
"7485";"GM1729";"2018JJ00";"      50";"      93";"     214";"    42.8";"     190";"     2.3";"       .";"     1.3";"     7.1"
"7511";"GM0158";"2018JJ00";"     -14";"      98";"     221";"    44.2";"     320";"     2.5";"       .";"     1.2";"    12.6"
"7537";"GM0788";"2018JJ00";"      92";"     101";"     319";"    52.8";"     160";"     1.1";"       .";"     1.9";"     4.8"
"7563";"GM0392";"2018JJ00";"    1556";"    2564";"     286";"    43.6";"    2370";"    17.3";"       .";"     1.2";"     2.0"
"7589";"GM0393";"2018JJ00";"     300";"     123";"     314";"       .";"      90";"     1.8";"       .";"     2.3";"     3.2"
"7615";"GM0394";"2018JJ00";"     786";"     340";"     272";"    49.3";"    2070";"     9.0";"       .";"     1.5";"     3.9"
"7641";"GM0914";"2018JJ00";"";"";"";"";"";"";"";"";""
"7667";"GM1655";"2018JJ00";"     306";"     176";"     237";"    43.7";"     420";"     1.5";"       .";"     1.2";"     3.7"
"7693";"GM0789";"2018JJ00";"";"";"";"";"";"";"";"";""
"7719";"GM0159";"2018JJ00";"";"";"";"";"";"";"";"";""
"7745";"GM0160";"2018JJ00";"      35";"      78";"     208";"    43.3";"     840";"     2.5";"       .";"     1.5";"     6.5"
"7771";"GM0243";"2018JJ00";"     749";"     496";"     245";"    43.3";"     660";"     4.7";"       .";"     1.7";"     2.5"
"7797";"GM0523";"2018JJ00";"      93";"     429";"     228";"    46.6";"     140";"     3.3";"       .";"     1.7";"     1.1"
"7823";"GM0017";"2018JJ00";"     331";"     197";"     291";"    52.6";"     240";"     4.0";"       .";"     1.3";"     2.0"
"7849";"GM0395";"2018JJ00";"";"";"";"";"";"";"";"";""
"7875";"GM0072";"2018JJ00";"     -25";"     305";"     156";"    37.0";"     270";"     3.4";"       .";"     1.3";"     1.4"
"7901";"GM0318";"2018JJ00";"";"";"";"";"";"";"";"";""
"7927";"GM0161";"2018JJ00";"";"";"";"";"";"";"";"";""
"7953";"GM0244";"2018JJ00";"      19";"     229";"     262";"    48.2";"     180";"     1.9";"       .";"     2.5";"     5.6"
"7979";"GM0117";"2018JJ00";"";"";"";"";"";"";"";"";""
"8005";"GM0245";"2018JJ00";"";"";"";"";"";"";"";"";""
"8031";"GM1937";"2018JJ00";"";"";"";"";"";"";"";"";""
"8057";"GM0396";"2018JJ00";"      18";"     638";"     233";"    44.2";"     440";"    11.4";"       .";"     2.0";"     2.5"
"8083";"GM0397";"2018JJ00";"     206";"    1369";"     453";"    60.3";"     310";"    13.2";"       .";"     1.4";"     2.3"
"8109";"GM0246";"2018JJ00";"     -57";"      99";"     260";"    45.7";"     160";"     0.9";"       .";"     3.6";"     7.9"
"8135";"GM0074";"2018JJ00";"      65";"     123";"     200";"    41.2";"     840";"     2.2";"       .";"     1.4";"     4.4"
"8161";"GM0247";"2018JJ00";"";"";"";"";"";"";"";"";""
"8187";"GM0398";"2018JJ00";"     892";"     608";"     211";"    43.9";"     730";"     6.4";"       .";"     1.8";"     2.7"
"8213";"GM0526";"2018JJ00";"";"";"";"";"";"";"";"";""
"8239";"GM0917";"2018JJ00";"      70";"    1018";"     129";"    33.7";"    1410";"     9.7";"       .";"     1.6";"     2.4"
"8265";"GM0791";"2018JJ00";"";"";"";"";"";"";"";"";""
"8291";"GM0793";"2018JJ00";"";"";"";"";"";"";"";"";""
"8317";"GM1658";"2018JJ00";"      78";"      65";"     323";"    51.0";"     200";"     0.9";"       .";"     2.8";"     2.8"
"8343";"GM0399";"2018JJ00";"     365";"     563";"     305";"    49.9";"     290";"     7.4";"       .";"     3.0";"     1.5"
"8369";"GM0162";"2018JJ00";"";"";"";"";"";"";"";"";""
"8395";"GM0918";"2018JJ00";"";"";"";"";"";"";"";"";""
"8421";"GM0400";"2018JJ00";"    -156";"     618";"     146";"    37.1";"     740";"     5.6";"       .";"     1.8";"     2.8"
"8447";"GM0163";"2018JJ00";"      12";"     106";"     229";"    44.1";"     460";"     2.3";"       .";"     1.7";"     2.7"
"8473";"GM0530";"2018JJ00";"      57";"     436";"     203";"    44.3";"     620";"     5.3";"       .";"     1.9";"    27.8"
"8499";"GM0794";"2018JJ00";"     621";"     748";"     205";"    40.6";"    1550";"     7.9";"       .";"     2.4";"     2.0"
"8525";"GM0795";"2018JJ00";"";"";"";"";"";"";"";"";""
"8551";"GM0531";"2018JJ00";"     289";"    1144";"     234";"    49.4";"     330";"     9.2";"       .";"     1.9";"     3.5"
"8577";"GM0248";"2018JJ00";"";"";"";"";"";"";"";"";""
"8603";"GM0164";"2018JJ00";"      90";"     627";"     175";"    39.3";"    1370";"     8.7";"       .";"     2.0";"     2.0"
"8629";"GM0796";"2018JJ00";"     771";"     646";"     256";"    43.7";"    2670";"     7.5";"       .";"     1.9";"     2.7"
"8655";"GM0251";"2018JJ00";"";"";"";"";"";"";"";"";""
"8681";"GM0252";"2018JJ00";"      24";"     179";"     269";"    49.1";"     240";"     1.5";"       .";"     0.5";"     4.1"
"8707";"GM0797";"2018JJ00";"     412";"     235";"     265";"    47.0";"     680";"     3.0";"       .";"     2.1";"    10.9"
"8733";"GM0920";"2018JJ00";"";"";"";"";"";"";"";"";""
"8759";"GM0534";"2018JJ00";"     154";"     752";"     239";"    44.9";"     300";"     8.1";"       .";"     1.6";"     2.8"
"8785";"GM0798";"2018JJ00";"     -32";"      69";"     296";"    49.5";"     170";"     1.5";"       .";"     1.3";"    11.1"
"8811";"GM0402";"2018JJ00";"     717";"     920";"     276";"    46.4";"    1390";"    15.9";"       .";"     1.7";"     1.7"
"8837";"GM1963";"2018JJ00";"";"";"";"";"";"";"";"";""
"8863";"GM0253";"2018JJ00";"";"";"";"";"";"";"";"";""
"8889";"GM0799";"2018JJ00";"";"";"";"";"";"";"";"";""
"8915";"GM1735";"2018JJ00";"      10";"      71";"     232";"    46.0";"     460";"     3.1";"       .";"     1.1";"     3.2"
"8941";"GM1966";"2018JJ00";"";"";"";"";"";"";"";"";""
"8967";"GM1911";"2018JJ00";"     134";"      58";"     205";"    43.8";"     580";"     1.3";"       .";"     1.5";"    10.2"
"8993";"GM0165";"2018JJ00";"";"";"";"";"";"";"";"";""
"9019";"GM0675";"2018JJ00";"";"";"";"";"";"";"";"";""
"9045";"GM0801";"2018JJ00";"";"";"";"";"";"";"";"";""
"9071";"GM0802";"2018JJ00";"";"";"";"";"";"";"";"";""
"9097";"GM0800";"2018JJ00";"";"";"";"";"";"";"";"";""
"9123";"GM0118";"2018JJ00";"     -15";"     195";"     168";"    39.1";"     870";"     4.4";"       .";"     1.9";"     4.2"
"9149";"GM0018";"2018JJ00";"";"";"";"";"";"";"";"";""
"9175";"GM0405";"2018JJ00";"     198";"    1609";"     194";"    41.8";"    1030";"     7.1";"       .";"     1.8";"     1.9"
"9201";"GM0923";"2018JJ00";"";"";"";"";"";"";"";"";""
"9227";"GM1507";"2018JJ00";"      20";"      93";"     242";"    45.0";"     750";"     1.7";"       .";"     1.5";"     5.1"
"9253";"GM0321";"2018JJ00";"     332";"     365";"     301";"    52.4";"     730";"     4.0";"       .";"     2.2";"     2.0"
"9279";"GM0803";"2018JJ00";"";"";"";"";"";"";"";"";""
"9305";"GM0255";"2018JJ00";"";"";"";"";"";"";"";"";""
"9331";"GM0406";"2018JJ00";"     -96";"    1192";"     284";"    47.8";"     580";"     7.2";"       .";"     2.3";"     7.5"
"9357";"GM0677";"2018JJ00";"      52";"      66";"     193";"    41.9";"     290";"     1.5";"       .";"     2.1";"    47.1"
"9383";"GM0256";"2018JJ00";"";"";"";"";"";"";"";"";""
"9409";"GM0925";"2018JJ00";"";"";"";"";"";"";"";"";""
"9435";"GM0195";"2018JJ00";"";"";"";"";"";"";"";"";""
"9461";"GM0191";"2018JJ00";"";"";"";"";"";"";"";"";""
"9487";"GM0353";"2018JJ00";"    -142";"     681";"     249";"    48.4";"     490";"     4.9";"       .";"     1.6";"    11.2"
"9513";"GM0645";"2018JJ00";"";"";"";"";"";"";"";"";""
"9539";"GM1884";"2018JJ00";"     241";"     179";"     263";"    49.7";"     310";"     2.4";"       .";"     1.5";"     7.9"
"9565";"GM0166";"2018JJ00";"     520";"     154";"     202";"    41.8";"     680";"     5.3";"       .";"     1.4";"     2.3"
"9591";"GM0678";"2018JJ00";"      65";"     143";"     231";"    46.1";"     120";"     1.7";"       .";"     0.9";"     2.4"
"9617";"GM0537";"2018JJ00";"     346";"    1064";"     265";"    46.1";"     610";"    10.3";"       .";"     1.1";"     6.5"
"9643";"GM0928";"2018JJ00";"    -181";"    1091";"     135";"    34.3";"     650";"     5.6";"       .";"     1.6";"     1.8"
"9669";"GM0257";"2018JJ00";"";"";"";"";"";"";"";"";""
"9695";"GM0929";"2018JJ00";"";"";"";"";"";"";"";"";""
"9721";"GM0258";"2018JJ00";"";"";"";"";"";"";"";"";""
"9747";"GM0804";"2018JJ00";"";"";"";"";"";"";"";"";""
"9773";"GM1598";"2018JJ00";"      79";"     116";"     242";"    48.3";"     250";"     1.4";"       .";"     1.3";"     5.2"
"9799";"GM0079";"2018JJ00";"     -66";"      50";"     172";"    39.2";"     220";"     1.8";"       .";"     1.8";"     4.8"
"9825";"GM0588";"2018JJ00";"     172";"      60";"     227";"    47.9";"     110";"     1.2";"       .";"     3.5";"    23.5"
"9851";"GM0542";"2018JJ00";"      70";"    1620";"     228";"    45.6";"     290";"     1.8";"       .";"     1.0";"     7.8"
"9877";"GM1931";"2018JJ00";"     404";"     159";"     242";"    46.8";"     570";"     1.7";"       .";"     1.0";"    10.9"
"9903";"GM1659";"2018JJ00";"     175";"     168";"     250";"    45.9";"     300";"     1.5";"       .";"     1.6";"     8.5"
"9929";"GM1685";"2018JJ00";"     197";"      87";"     288";"    49.0";"     180";"     1.0";"       .";"     1.3";"    10.0"
"9955";"GM0882";"2018JJ00";"     -21";"     737";"     161";"    38.4";"     520";"     6.7";"       .";"     1.8";"     2.1"
"9981";"GM0415";"2018JJ00";"      53";"     215";"     351";"    53.1";"     150";"     6.2";"       .";"     1.8";"     8.0"
"10007";"GM0325";"2018JJ00";"";"";"";"";"";"";"";"";""
"10033";"GM0416";"2018JJ00";"     156";"     480";"     253";"    47.8";"     330";"     4.8";"       .";"     1.4";"     4.0"
"10059";"GM1621";"2018JJ00";"     446";"     441";"     287";"    55.5";"     770";"     7.5";"       .";"     1.2";"     6.8"
"10085";"GM0417";"2018JJ00";"      49";"     425";"       .";"    69.0";"     130";"     6.0";"       .";"     1.1";"     5.1"
"10111";"GM0022";"2018JJ00";"      63";"     136";"     195";"    41.8";"     320";"     2.2";"       .";"     1.1";"    13.2"
"10137";"GM0805";"2018JJ00";"";"";"";"";"";"";"";"";""
"10163";"GM0545";"2018JJ00";"     218";"     263";"     215";"    42.9";"     260";"     5.5";"       .";"     1.3";"     1.6"
"10189";"GM0326";"2018JJ00";"";"";"";"";"";"";"";"";""
"10215";"GM0080";"2018JJ00";"     692";"     255";"     143";"    36.7";"    2210";"    11.7";"       .";"     2.2";"     3.1"
"10241";"GM0081";"2018JJ00";"";"";"";"";"";"";"";"";""
"10267";"GM0546";"2018JJ00";"     593";"    2651";"     234";"    41.2";"    1540";"    22.9";"       .";"     2.1";"     1.9"
"10293";"GM0547";"2018JJ00";"     -88";"    1047";"     258";"    47.3";"     330";"     8.3";"       .";"     2.0";"     4.2"
"10319";"GM0548";"2018JJ00";"";"";"";"";"";"";"";"";""
"10345";"GM1916";"2018JJ00";"     478";"    1121";"     248";"    46.2";"    1040";"    14.5";"       .";"     1.2";"     2.2"
"10371";"GM0995";"2018JJ00";"     504";"     142";"     169";"    40.2";"    1390";"     7.4";"       .";"     2.7";"     2.6"
"10397";"GM0082";"2018JJ00";"";"";"";"";"";"";"";"";""
"10423";"GM1640";"2018JJ00";"    -176";"      97";"     221";"    45.2";"     490";"     2.0";"       .";"     1.0";"    10.2"
"10449";"GM0327";"2018JJ00";"     275";"     216";"     292";"    50.4";"     460";"     4.5";"       .";"     2.3";"     6.1"
"10475";"GM0260";"2018JJ00";"";"";"";"";"";"";"";"";""
"10501";"GM1673";"2018JJ00";"";"";"";"";"";"";"";"";""
"10527";"GM0806";"2018JJ00";"";"";"";"";"";"";"";"";""
"10553";"GM0261";"2018JJ00";"";"";"";"";"";"";"";"";""
"10579";"GM0552";"2018JJ00";"";"";"";"";"";"";"";"";""
"10605";"GM0807";"2018JJ00";"";"";"";"";"";"";"";"";""
"10631";"GM0694";"2018JJ00";"";"";"";"";"";"";"";"";""
"10657";"GM0418";"2018JJ00";"";"";"";"";"";"";"";"";""
"10683";"GM0733";"2018JJ00";"      59";"      91";"     252";"    49.4";"     100";"     1.9";"       .";"     1.2";"     5.7"
"10709";"GM1705";"2018JJ00";"     103";"     317";"     240";"    45.4";"     680";"     4.2";"       .";"     1.5";"     7.3"
"10735";"GM0553";"2018JJ00";"      54";"     640";"     258";"    45.8";"     300";"     5.7";"       .";"     1.1";"     6.4"
"10761";"GM0808";"2018JJ00";"";"";"";"";"";"";"";"";""
"10787";"GM0140";"2018JJ00";"";"";"";"";"";"";"";"";""
"10813";"GM0262";"2018JJ00";"      16";"      70";"     283";"    47.3";"     430";"     2.0";"       .";"     1.1";"     4.7"
"10839";"GM0329";"2018JJ00";"";"";"";"";"";"";"";"";""
"10865";"GM0809";"2018JJ00";"     207";"     204";"     247";"    45.1";"     370";"     4.0";"       .";"     2.0";"    11.3"
"10891";"GM0330";"2018JJ00";"";"";"";"";"";"";"";"";""
"10917";"GM0331";"2018JJ00";"      78";"      74";"     274";"    50.0";"     130";"     1.3";"       .";"     1.6";"    15.7"
"10943";"GM0024";"2018JJ00";"    -118";"      42";"     149";"    40.3";"     130";"     0.9";"       .";"     1.3";"     3.3"
"10969";"GM0168";"2018JJ00";"      75";"      98";"     216";"    43.3";"     290";"     2.2";"       .";"     1.1";"     6.2"
"10995";"GM0810";"2018JJ00";"";"";"";"";"";"";"";"";""
"11021";"GM0811";"2018JJ00";"";"";"";"";"";"";"";"";""
"11047";"GM0332";"2018JJ00";"";"";"";"";"";"";"";"";""
"11073";"GM0333";"2018JJ00";"";"";"";"";"";"";"";"";""
"11099";"GM0334";"2018JJ00";"";"";"";"";"";"";"";"";""
"11125";"GM0933";"2018JJ00";"";"";"";"";"";"";"";"";""
"11151";"GM0934";"2018JJ00";"";"";"";"";"";"";"";"";""
"11177";"GM1671";"2018JJ00";"";"";"";"";"";"";"";"";""
"11203";"GM0263";"2018JJ00";"     343";"     149";"     260";"    47.7";"     360";"     1.9";"       .";"     1.1";"     7.8"
"11229";"GM1641";"2018JJ00";"      19";"     234";"     207";"    44.5";"     300";"     2.0";"       .";"     1.8";"     7.7"
"11255";"GM0555";"2018JJ00";"";"";"";"";"";"";"";"";""
"11281";"GM0556";"2018JJ00";"     250";"    1776";"     198";"    41.6";"     540";"     3.5";"       .";"     2.0";"    12.7"
"11307";"GM0935";"2018JJ00";"   -1158";"    1107";"     196";"    36.9";"    1530";"    11.9";"       .";"     2.5";"     2.6"
"11333";"GM1665";"2018JJ00";"";"";"";"";"";"";"";"";""
"11359";"GM0812";"2018JJ00";"";"";"";"";"";"";"";"";""
"11385";"GM0936";"2018JJ00";"";"";"";"";"";"";"";"";""
"11411";"GM0686";"2018JJ00";"";"";"";"";"";"";"";"";""
"11437";"GM0169";"2018JJ00";"";"";"";"";"";"";"";"";""
"11463";"GM1663";"2018JJ00";"     -21";"      31";"     142";"    37.6";"     140";"     0.8";"       .";"     1.5";"    10.4"
"11489";"GM0025";"2018JJ00";"      -4";"      68";"     221";"    45.1";"     180";"     1.4";"       .";"     2.0";"    15.5"
"11515";"GM0264";"2018JJ00";"";"";"";"";"";"";"";"";""
"11541";"GM0420";"2018JJ00";"     329";"     155";"     221";"    45.0";"     610";"     1.5";"       .";"     2.4";"     8.7"
"11567";"GM0993";"2018JJ00";"";"";"";"";"";"";"";"";""
"11593";"GM0938";"2018JJ00";"    -116";"     319";"     238";"    46.0";"     240";"     2.7";"       .";"     1.7";"     1.8"
"11619";"GM1948";"2018JJ00";"     667";"     182";"     260";"    46.6";"    1030";"     3.7";"       .";"     1.8";"    13.8"
"11645";"GM0941";"2018JJ00";"";"";"";"";"";"";"";"";""
"11671";"GM0083";"2018JJ00";"";"";"";"";"";"";"";"";""
"11697";"GM1908";"2018JJ00";"";"";"";"";"";"";"";"";""
"11723";"GM1987";"2018JJ00";"";"";"";"";"";"";"";"";""
"11749";"GM0119";"2018JJ00";"     154";"     281";"     190";"    40.8";"     590";"     3.1";"       .";"     1.6";"     2.7"
"11775";"GM0687";"2018JJ00";"     241";"     482";"     181";"    40.5";"     610";"     7.1";"       .";"     1.3";"     1.9"
"11801";"GM0559";"2018JJ00";"";"";"";"";"";"";"";"";""
"11827";"GM1842";"2018JJ00";"      53";"     166";"     304";"    54.9";"     190";"     7.0";"       .";"     1.0";"     6.1"
"11853";"GM1731";"2018JJ00";"       6";"      42";"     201";"    42.7";"     490";"     1.3";"       .";"     1.6";"     6.7"
"11879";"GM1952";"2018JJ00";"     -54";"     100";"     153";"    38.2";"    1050";"     4.2";"       .";"     1.7";"     3.4"
"11905";"GM0688";"2018JJ00";"";"";"";"";"";"";"";"";""
"11931";"GM1697";"2018JJ00";"";"";"";"";"";"";"";"";""
"11957";"GM0814";"2018JJ00";"";"";"";"";"";"";"";"";""
"11983";"GM0815";"2018JJ00";"      60";"      87";"     249";"    45.3";"     110";"     2.2";"       .";"     2.1";"    10.8"
"12009";"GM0265";"2018JJ00";"";"";"";"";"";"";"";"";""
"12035";"GM1709";"2018JJ00";"      -6";"     103";"     219";"    44.8";"     520";"     1.8";"       .";"     1.7";"     6.6"
"12061";"GM0816";"2018JJ00";"";"";"";"";"";"";"";"";""
"12087";"GM1978";"2018JJ00";"";"";"";"";"";"";"";"";""
"12113";"GM1927";"2018JJ00";"      23";"      95";"     249";"    50.5";"     220";"     1.4";"       .";"     1.9";"    10.6"
"12139";"GM0562";"2018JJ00";"";"";"";"";"";"";"";"";""
"12165";"GM1955";"2018JJ00";"     399";"     147";"     202";"    42.5";"     490";"     1.8";"       .";"     1.1";"     5.1"
"12191";"GM0335";"2018JJ00";"     117";"     153";"     272";"    51.5";"     150";"     2.4";"       .";"     0.6";"     8.0"
"12217";"GM0944";"2018JJ00";"      38";"     208";"     277";"    48.7";"     130";"     2.1";"       .";"     0.7";"     2.0"
"12243";"GM0563";"2018JJ00";"";"";"";"";"";"";"";"";""
"12269";"GM0424";"2018JJ00";"";"";"";"";"";"";"";"";""
"12295";"GM0565";"2018JJ00";"";"";"";"";"";"";"";"";""
"12321";"GM0425";"2018JJ00";"";"";"";"";"";"";"";"";""
"12347";"GM1740";"2018JJ00";"     419";"     144";"     232";"    46.1";"     190";"     1.3";"       .";"     1.7";"     2.5"
"12373";"GM0426";"2018JJ00";"";"";"";"";"";"";"";"";""
"12399";"GM0643";"2018JJ00";"";"";"";"";"";"";"";"";""
"12425";"GM0946";"2018JJ00";"     -37";"      73";"     247";"    44.8";"     200";"     2.2";"       .";"     1.3";"     7.9"
"12451";"GM0266";"2018JJ00";"";"";"";"";"";"";"";"";""
"12477";"GM0304";"2018JJ00";"      71";"      74";"     261";"    50.8";"     130";"     1.0";"       .";"     2.4";"     8.4"
"12503";"GM0412";"2018JJ00";"";"";"";"";"";"";"";"";""
"12529";"GM0356";"2018JJ00";"     610";"    1212";"     214";"    42.2";"     890";"     6.2";"       .";"     1.7";"     7.3"
"12555";"GM0567";"2018JJ00";"";"";"";"";"";"";"";"";""
"12581";"GM0817";"2018JJ00";"";"";"";"";"";"";"";"";""
"12607";"GM0569";"2018JJ00";"     359";"     145";"     282";"    51.3";"     290";"     2.3";"       .";"     1.0";"    11.2"
"12633";"GM0571";"2018JJ00";"";"";"";"";"";"";"";"";""
"12659";"GM0170";"2018JJ00";"";"";"";"";"";"";"";"";""
"12685";"GM0818";"2018JJ00";"";"";"";"";"";"";"";"";""
"12711";"GM0104";"2018JJ00";"";"";"";"";"";"";"";"";""
"12737";"GM0121";"2018JJ00";"";"";"";"";"";"";"";"";""
"12763";"GM0267";"2018JJ00";"     636";"     240";"     285";"    48.9";"     500";"     3.2";"       .";"     1.3";"     2.0"
"12789";"GM0268";"2018JJ00";"     808";"    1498";"     205";"    37.2";"    2690";"     9.4";"       .";"     2.0";"     1.8"
"12815";"GM1930";"2018JJ00";"     204";"     528";"     173";"    41.7";"    1360";"    10.0";"       .";"     2.9";"    16.9"
"12841";"GM1970";"2018JJ00";"";"";"";"";"";"";"";"";""
"12867";"GM1695";"2018JJ00";"      -6";"      51";"     201";"    40.5";"     100";"     0.9";"       .";"     2.0";"    15.1"
"12893";"GM1699";"2018JJ00";"   -1080";"      73";"     225";"    43.3";"     500";"     3.9";"       .";"     1.4";"    14.6"
"12919";"GM0529";"2018JJ00";"";"";"";"";"";"";"";"";""
"12945";"GM0171";"2018JJ00";"     237";"      43";"     186";"    42.3";"     730";"     3.6";"       .";"     1.1";"    23.2"
"12971";"GM0575";"2018JJ00";"     118";"     346";"     345";"    50.7";"     410";"     4.9";"       .";"     1.8";"     5.0"
"12997";"GM0576";"2018JJ00";"      80";"     315";"     274";"    45.3";"     210";"     2.1";"       .";"     1.1";"     5.6"
"13023";"GM0577";"2018JJ00";"";"";"";"";"";"";"";"";""
"13049";"GM0120";"2018JJ00";"";"";"";"";"";"";"";"";""
"13075";"GM0820";"2018JJ00";"     167";"     301";"     302";"    51.1";"     320";"     4.5";"       .";"     1.9";"     5.8"
"13101";"GM0302";"2018JJ00";"     367";"      82";"     270";"    45.9";"     260";"     3.1";"       .";"     2.0";"     3.8"
"13127";"GM0951";"2018JJ00";"     -14";"     210";"     207";"    44.1";"     220";"     2.6";"       .";"     1.1";"     2.6"
"13153";"GM0429";"2018JJ00";"";"";"";"";"";"";"";"";""
"13179";"GM0122";"2018JJ00";"";"";"";"";"";"";"";"";""
"13205";"GM0579";"2018JJ00";"     539";"    1434";"     351";"    58.1";"     290";"     7.5";"       .";"     1.4";"     3.5"
"13231";"GM0823";"2018JJ00";"      65";"      76";"     318";"    50.5";"     240";"     2.3";"       .";"     2.0";"     8.4"
"13257";"GM0824";"2018JJ00";"       8";"     179";"     314";"    50.9";"     320";"     4.0";"       .";"     2.3";"     2.3"
"13283";"GM1895";"2018JJ00";"      54";"      81";"     134";"    35.6";"     600";"     2.1";"       .";"     1.6";"     3.2"
"13309";"GM0269";"2018JJ00";"      94";"      94";"     246";"    43.8";"     290";"     1.7";"       .";"     1.4";"     3.6"
"13335";"GM0173";"2018JJ00";"     -75";"     668";"     216";"    42.1";"     480";"     8.4";"       .";"     1.0";"     2.2"
"13361";"GM0174";"2018JJ00";"";"";"";"";"";"";"";"";""
"13387";"GM1773";"2018JJ00";"      48";"      67";"     229";"    44.8";"     250";"     1.2";"       .";"     1.1";"     2.4"
"13413";"GM0175";"2018JJ00";"     183";"      41";"     242";"    44.6";"     220";"     2.0";"       .";"     1.7";"     3.9"
"13439";"GM0881";"2018JJ00";"     -75";"     173";"     177";"    41.4";"     100";"     2.5";"       .";"     1.5";"     8.1"
"13465";"GM1586";"2018JJ00";"      32";"     116";"     204";"    45.3";"     310";"     2.1";"       .";"     1.0";"     4.6"
"13491";"GM0825";"2018JJ00";"";"";"";"";"";"";"";"";""
"13517";"GM0692";"2018JJ00";"";"";"";"";"";"";"";"";""
"13543";"GM0123";"2018JJ00";"";"";"";"";"";"";"";"";""
"13569";"GM0826";"2018JJ00";"     469";"     345";"     230";"    43.9";"     930";"     5.3";"       .";"     1.9";"     9.1"
"13595";"GM0580";"2018JJ00";"";"";"";"";"";"";"";"";""
"13621";"GM0085";"2018JJ00";"      38";"      50";"     191";"    39.4";"     410";"     1.7";"       .";"     1.5";"    22.0"
